id,title,description,availability,condition,price,link,image_link,brand
ChasenStandFlowers,Matcha Chasen / Whisk Stand Holder - Duduka... - StandFlowers,"Matcha Chasen / Whisk Stand Holder - Duduka... varian StandFlowers dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Chasen Stand adalah alat penting bagi pecinta teh Jepang yang ingin merawat dan menjaga bentuk chasen (pengocok bambu) mereka. Stand ini dirancang khusus untuk menahan chasen setelah digunakan, membantu menjaga bentuk Chasen agar tetap terbuka dan tidak rusak. Dengan bentuk yang elegan dan sederhana, chasen stand ini t Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,98890 IDR,https://www.homelab.co.id/shop/chasenstandflowers,https://cf.shopee.co.id/file/id-11134207-7r98r-lzkawkzxlw4of0,Homelab
ChasenStandStoneBlack,Matcha Chasen / Whisk Stand Holder - Duduka... - StandStoneBlack,"Matcha Chasen / Whisk Stand Holder - Duduka... varian StandStoneBlack dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Chasen Stand adalah alat penting bagi pecinta teh Jepang yang ingin merawat dan menjaga bentuk chasen (pengocok bambu) mereka. Stand ini dirancang khusus untuk menahan chasen setelah digunakan, membantu menjaga bentuk Chasen agar tetap terbuka dan tidak rusak. Dengan bentuk yang elegan dan sederhana, chasen stand ini t Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,98890 IDR,https://www.homelab.co.id/shop/chasenstandstoneblack,https://cf.shopee.co.id/file/id-11134207-7r98r-lzkawkzxlw4of0,Homelab
ChasenStandBlackWhite,Matcha Chasen / Whisk Stand Holder - Duduka... - StandBlackWhite,"Matcha Chasen / Whisk Stand Holder - Duduka... varian StandBlackWhite dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Chasen Stand adalah alat penting bagi pecinta teh Jepang yang ingin merawat dan menjaga bentuk chasen (pengocok bambu) mereka. Stand ini dirancang khusus untuk menahan chasen setelah digunakan, membantu menjaga bentuk Chasen agar tetap terbuka dan tidak rusak. Dengan bentuk yang elegan dan sederhana, chasen stand ini t Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,98890 IDR,https://www.homelab.co.id/shop/chasenstandblackwhite,https://cf.shopee.co.id/file/id-11134207-7r98r-lzkawkzxlw4of0,Homelab
ChasenStandBlueWhite,Matcha Chasen / Whisk Stand Holder - Duduka... - StandBlueWhite,"Matcha Chasen / Whisk Stand Holder - Duduka... varian StandBlueWhite dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Chasen Stand adalah alat penting bagi pecinta teh Jepang yang ingin merawat dan menjaga bentuk chasen (pengocok bambu) mereka. Stand ini dirancang khusus untuk menahan chasen setelah digunakan, membantu menjaga bentuk Chasen agar tetap terbuka dan tidak rusak. Dengan bentuk yang elegan dan sederhana, chasen stand ini t Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,98890 IDR,https://www.homelab.co.id/shop/chasenstandbluewhite,https://cf.shopee.co.id/file/id-11134207-7r98r-lzkawkzxlw4of0,Homelab
ChasenStandJade,Matcha Chasen / Whisk Stand Holder - Duduka... - StandJade,"Matcha Chasen / Whisk Stand Holder - Duduka... varian StandJade dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Chasen Stand adalah alat penting bagi pecinta teh Jepang yang ingin merawat dan menjaga bentuk chasen (pengocok bambu) mereka. Stand ini dirancang khusus untuk menahan chasen setelah digunakan, membantu menjaga bentuk Chasen agar tetap terbuka dan tidak rusak. Dengan bentuk yang elegan dan sederhana, chasen stand ini t Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,98890 IDR,https://www.homelab.co.id/shop/chasenstandjade,https://cf.shopee.co.id/file/id-11134207-7r98r-lzkawkzxlw4of0,Homelab
Sendok-49A,"Precision Stainless Steel Measuring Scoop /..... - Silver, Besar","Precision Stainless Steel Measuring Scoop /..... varian Silver, Besar dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,140000 IDR,https://www.homelab.co.id/shop/sendok-49a,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-48A,"Precision Stainless Steel Measuring Scoop /..... - Silver, Kecil","Precision Stainless Steel Measuring Scoop /..... varian Silver, Kecil dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,120000 IDR,https://www.homelab.co.id/shop/sendok-48a,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-49B,"Precision Stainless Steel Measuring Scoop /..... - Hitam, Besar","Precision Stainless Steel Measuring Scoop /..... varian Hitam, Besar dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,140000 IDR,https://www.homelab.co.id/shop/sendok-49b,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-48B,"Precision Stainless Steel Measuring Scoop /..... - Hitam, Kecil","Precision Stainless Steel Measuring Scoop /..... varian Hitam, Kecil dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,120000 IDR,https://www.homelab.co.id/shop/sendok-48b,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-49C,"Precision Stainless Steel Measuring Scoop /..... - Gold, Besar","Precision Stainless Steel Measuring Scoop /..... varian Gold, Besar dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,140000 IDR,https://www.homelab.co.id/shop/sendok-49c,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-48C,"Precision Stainless Steel Measuring Scoop /..... - Gold, Kecil","Precision Stainless Steel Measuring Scoop /..... varian Gold, Kecil dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,120000 IDR,https://www.homelab.co.id/shop/sendok-48c,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-49D,"Precision Stainless Steel Measuring Scoop /..... - Rose, Besar","Precision Stainless Steel Measuring Scoop /..... varian Rose, Besar dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,140000 IDR,https://www.homelab.co.id/shop/sendok-49d,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Sendok-48D,"Precision Stainless Steel Measuring Scoop /..... - Rose, Kecil","Precision Stainless Steel Measuring Scoop /..... varian Rose, Kecil dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Precision Stainless Steel Measuring Scoop / Spoon| Coffee & Matcha Dose Spoon 15ml / 30ml Deskripsi Produk Homelab Precision Stainless Steel Measuring Scoop / Spoon dirancang untuk membantu proses pengukuran bubuk minuman dengan lebih presisi dan konsisten. Scoop ini cocok digunakan untuk berbagai kebutuh Checkout mudah melalui marketplace resmi Homelab.",in stock,new,120000 IDR,https://www.homelab.co.id/shop/sendok-48d,https://cf.shopee.co.id/file/id-11134207-822wo-mlrixmnffqq723,Homelab
Saringan,Matcha Sifter,"Matcha Sifter dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Shiter / Stainer / Saringan / Ayakan Bubuk Matcha HANYA SARINGAN, TIDAK TERMASUK MANGKOK DAN JUGA SENDOK PENGADUK! Saringan / Ayakan Matcha berbahan stainless steel dan berkualitas tinggi. Bolongan pori-pori yang halus yang dirancang khusus untuk menyaring bubuk matcha supaya tidak menggumpal saat mau Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,125000 IDR,https://www.homelab.co.id/shop/saringan,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0219394360aa4d9db9634799aa6fa5ce~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=1080&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=1080,Homelab
SaringanB,Matcha Sifter,"Matcha Sifter dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Sifter / Stainer / Saringan / Ayakan Bubuk Matcha HANYA SARINGAN, TIDAK TERMASUK MANGKOK DAN JUGA SENDOK PENGADUK! Saringan / Ayakan Matcha berbahan stainless steel dan berkualitas tinggi. Bolongan pori-pori yang halus yang dirancang khusus untuk menyaring bubuk matcha supaya tidak menggumpal saat mau Checkout mudah melalui marketplace resmi Homelab.",in stock,new,99900 IDR,https://www.homelab.co.id/shop/saringanb,https://cf.shopee.co.id/file/id-11134207-7rbk9-m70jxhqbxx9p2a,Homelab
Saringan-36,Tea Strainer - Silver,"Tea Strainer varian Silver dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Tea Strainer Premium Mesh | Saringan Teh Stainless Steel Note: Produk ini dirancang untuk menyaring daun teh. TIDAK direkomendasikan untuk bubuk matcha karena partikel matcha sangat halus dan membutuhkan saringan khusus matcha. Homelab Tea Strainer dirancang untuk menyaring daun teh dengan hasil lebih ber Checkout mudah melalui marketplace resmi Homelab.",in stock,new,88990 IDR,https://www.homelab.co.id/shop/saringan-36,https://cf.shopee.co.id/file/id-11134207-8224w-ml1z9i8c5lhe70,Homelab
Saringan-37,Tea Strainer - Gold,"Tea Strainer varian Gold dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Tea Strainer Premium Mesh | Saringan Teh Stainless Steel Note: Produk ini dirancang untuk menyaring daun teh. TIDAK direkomendasikan untuk bubuk matcha karena partikel matcha sangat halus dan membutuhkan saringan khusus matcha. Homelab Tea Strainer dirancang untuk menyaring daun teh dengan hasil lebih ber Checkout mudah melalui marketplace resmi Homelab.",in stock,new,95990 IDR,https://www.homelab.co.id/shop/saringan-37,https://cf.shopee.co.id/file/id-11134207-8224w-ml1z9i8c5lhe70,Homelab
Saringan-11,Tea Strainer - Rose Gold,"Tea Strainer varian Rose Gold dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Tea Strainer Premium Mesh | Saringan Teh Stainless Steel Note: Produk ini dirancang untuk menyaring daun teh. TIDAK direkomendasikan untuk bubuk matcha karena partikel matcha sangat halus dan membutuhkan saringan khusus matcha. Homelab Tea Strainer dirancang untuk menyaring daun teh dengan hasil lebih ber Checkout mudah melalui marketplace resmi Homelab.",in stock,new,95990 IDR,https://www.homelab.co.id/shop/saringan-11,https://cf.shopee.co.id/file/id-11134207-8224w-ml1z9i8c5lhe70,Homelab
Saringan-12,Tea Strainer - Handle Kayu,"Tea Strainer varian Handle Kayu dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Tea Strainer Premium Mesh | Saringan Teh Stainless Steel Note: Produk ini dirancang untuk menyaring daun teh. TIDAK direkomendasikan untuk bubuk matcha karena partikel matcha sangat halus dan membutuhkan saringan khusus matcha. Homelab Tea Strainer dirancang untuk menyaring daun teh dengan hasil lebih ber Checkout mudah melalui marketplace resmi Homelab.",in stock,new,190990 IDR,https://www.homelab.co.id/shop/saringan-12,https://cf.shopee.co.id/file/id-11134207-8224w-ml1z9i8c5lhe70,Homelab
Saringan-Matcha-33,Matcha Sifter - Klasik Silver,"Matcha Sifter varian Klasik Silver dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Sifter dengan Dudukan | Saringan Matcha Stainless Steel Homelab Matcha Sifter dirancang untuk membantu menghasilkan bubuk matcha yang lebih halus sebelum proses whisking. Dilengkapi dudukan terintegrasi sehingga saringan dapat diletakkan dengan stabil di atas mangkuk tanpa menyentuh meja, menjaga area Checkout mudah melalui marketplace resmi Homelab.",in stock,new,86990 IDR,https://www.homelab.co.id/shop/saringan-matcha-33,https://cf.shopee.co.id/file/id-11134207-8224p-ml1vz3mlhxc195,Homelab
Saringan-Matcha-34,Matcha Sifter - Klasik Gold,"Matcha Sifter varian Klasik Gold dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Sifter dengan Dudukan | Saringan Matcha Stainless Steel Homelab Matcha Sifter dirancang untuk membantu menghasilkan bubuk matcha yang lebih halus sebelum proses whisking. Dilengkapi dudukan terintegrasi sehingga saringan dapat diletakkan dengan stabil di atas mangkuk tanpa menyentuh meja, menjaga area Checkout mudah melalui marketplace resmi Homelab.",in stock,new,86990 IDR,https://www.homelab.co.id/shop/saringan-matcha-34,https://cf.shopee.co.id/file/id-11134207-8224p-ml1vz3mlhxc195,Homelab
Saringan-Matcha-35,Matcha Sifter - Teko Silver,"Matcha Sifter varian Teko Silver dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Sifter dengan Dudukan | Saringan Matcha Stainless Steel Homelab Matcha Sifter dirancang untuk membantu menghasilkan bubuk matcha yang lebih halus sebelum proses whisking. Dilengkapi dudukan terintegrasi sehingga saringan dapat diletakkan dengan stabil di atas mangkuk tanpa menyentuh meja, menjaga area Checkout mudah melalui marketplace resmi Homelab.",in stock,new,86990 IDR,https://www.homelab.co.id/shop/saringan-matcha-35,https://cf.shopee.co.id/file/id-11134207-8224p-ml1vz3mlhxc195,Homelab
